Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Afghanistan,AFG,..,..,..,..,0.194089030656608,0.210137494757248,0.161973360884985,0.221050804860854,0.244245889551051,0.267584117519092,0.39561335120243,0.488517581814659,0.558539001391434,0.775734739910207,0.587129996122883,0.512086883925587,0.492104752092445,0.525633607380742,0.475037831793573,0.49902694689923,0.539886361700707,0.532180028718625,0.422339640308658
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Albania,ALB,1.14800443157321,0.527093200658393,0.526073115833444,0.493051140791168,0.548610715868099,0.571760592095786,0.566094296343751,0.508349024959789,0.478362918269786,0.470885119372571,0.433002491615643,0.43474429428405,0.459242221724105,0.480719298004111,0.419105693954979,0.438117242071701,0.465721957744502,0.421275303403665,0.388734582169075,0.442502762717986,0.418508016115456,0.385056827331948,0.349551630995254
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Algeria,DZA,0.782110197471547,0.833012022840886,0.828831960379862,0.790604291884881,0.784460799305937,0.783141992687567,0.7619559921369,0.757252944364663,0.789030450080555,0.785574724705478,0.804459176817492,0.82432106683421,0.809914478099249,0.832623521223579,0.899575318024653,0.901597025199658,0.923015531164293,0.941521447193408,0.902876959136292,0.908868257288894,0.936984771983445,0.96181037924726,0.959910926876266
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Andorra,AND,0.248287452192594,0.236998783325314,0.233827062614635,0.216267528351869,0.209755982307622,0.194308958590514,0.188305236931667,0.183332343770641,0.166007771351175,0.161274581444774,0.170767886513625,0.172970108095123,0.176455020641064,0.167708375963756,0.175170582981074,0.177516952028167,0.167851118574215,0.166791249622392,0.162091493944691,0.160270502990031,0.167701892904616,0.159517790862965,0.167967544720714
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Angola,AGO,0.237207776023582,0.579828473521715,0.517630451418614,0.48912727486591,0.423136306239573,0.439010093741611,0.411939882651502,0.324416201363256,0.304573239891622,0.273725264413977,0.279729792206381,0.304246998357364,0.314259408091946,0.317890683601267,0.292900143550506,0.31521071310969,0.330288160021652,0.34972543423275,0.334847931057623,0.28472443928458,0.272091549859373,0.282658076963981,0.243423785164054
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Antigua and Barbuda,ATG,0.260726381143203,0.263772507327067,0.259318967738278,0.279846720870966,0.288359535192573,0.292608320029276,0.281792465438042,0.271358208357892,0.254375394080268,0.245093627661332,0.250333089286863,0.301286275423961,0.335711426549401,0.335287423310956,0.340530900810626,0.341047704664219,0.336279424054758,0.340948082659701,0.334402315566525,0.326102079634135,0.310083989622021,0.300995656957939,0.345974727568002
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Argentina,ARG,0.377379250745806,0.337273113354433,0.334302577953234,0.331185396990784,0.348552811222268,0.348038133246659,0.35353035553382,0.33539293309284,0.329383540392995,0.317579687182823,0.313466419488684,0.311938987884958,0.302541621976453,0.301475125372644,0.306866969245738,0.308584546831977,0.310224638675334,0.311980198296642,0.314502189116929,0.299382162815979,0.303359806261571,0.294272085143803,0.300142941419535
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Armenia,ARM,3.3982803933656,0.829937980584857,0.899373066661426,0.830043892507399,0.634869587471535,0.624170089994152,0.608233493365701,0.632910874070906,0.562655536934408,0.573698674215086,0.586278727713372,0.541496782911705,0.509378697642283,0.553881239485624,0.598246482823145,0.557353511882991,0.535785763515798,0.50632323572297,0.479145750577303,0.472512601897491,0.477663054247077,0.481492299813353,0.564992861642388
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Australia,AUS,0.418496420236071,0.397375066573918,0.388963599866412,0.38819179331668,0.381659062823652,0.369774318143788,0.368106158490562,0.359443387525547,0.354834583191081,0.351313365147605,0.341975961681236,0.341070457969974,0.335449101755563,0.326270806137319,0.314965860329889,0.301331593452204,0.286748667449306,0.285390784710103,0.284167004092295,0.279377483959773,0.270742312951575,0.264387303718481,0.254399441908556
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Austria,AUT,0.242180651226899,0.20946420590424,0.204177877973814,0.215508422048062,0.216564040128321,0.230296763564167,0.228181815768251,0.224469967678519,0.210891083333214,0.195475955230356,0.19127425131334,0.181014964766377,0.193047642862277,0.183037271224842,0.173375357420574,0.175036722786738,0.164106750281463,0.16560072728881,0.163506079244973,0.165343458535497,0.15472209331742,0.1558107782296,0.153023487404097
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Azerbaijan,AZE,2.64246329731234,2.43503106948268,2.32305632015208,2.01530541627309,1.82616936404363,1.80841476472907,1.64032302758937,1.36028526738706,1.02634474657526,0.74403497169096,0.74032555876364,0.56719527969381,0.514862394066743,0.577186267096403,0.623525824402777,0.6055135043698,0.614138037724889,0.598635147870541,0.626849179678936,0.620118078427265,0.62569565792998,0.66252712801085,0.668596299200388
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,"Bahamas, The",BHS,0.235587974657456,0.21105077405875,0.201491662815503,0.188836247709171,0.186962614908992,0.193678062723704,0.190051503291803,0.171603212383551,0.163196489460258,0.162987969069464,0.17114127247276,0.181059528714139,0.17573233395717,0.192626933603526,0.204946526320521,0.247212195391636,0.217940190973158,0.189104678357563,0.176167850953122,0.182734699782081,0.228703384998171,0.216181735657543,0.264656951153278
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Bahrain,BHR,1.19224061140964,1.05320226738983,1.02774334544542,1.03496538968157,1.05247181930942,1.03167569580617,0.963451083928924,1.04161629609421,1.06305373461089,1.00414650505946,1.01749209809988,0.990481806768803,0.997291046538368,0.979848971185245,0.986625231470049,0.99374837894446,0.999507302707697,0.982021680439639,0.942331417359111,0.909935491049994,0.900745074014514,0.942305816053417,0.973318369274133
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Bangladesh,BGD,0.218112098916576,0.253639919087128,0.247852457280435,0.292292727082736,0.29961838735922,0.300168265824825,0.304129669531767,0.305888080017971,0.314738344914396,0.311096672282243,0.321166516032466,0.329044441035996,0.351640077500225,0.355294363791413,0.362255731902114,0.364766242780248,0.362204610465839,0.375012482305892,0.388259324744682,0.393568529825134,0.401394184506006,0.359272446564926,0.320487270583678
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Barbados,BRB,0.25597825147016,0.285920974079197,0.269081431630514,0.282258135983953,0.277636363428634,0.281546152998626,0.284357392690264,0.283345083409489,0.271523897945325,0.269822678304724,0.317491636508697,0.330341115305799,0.313045572985994,0.322803424582591,0.313408519168227,0.311443418339952,0.277391522521606,0.26818124207858,0.265918459979437,0.241972545250164,0.262760083501081,0.24083831293076,0.259159614376139
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Belarus,BLR,3.38950061034052,2.22643798704309,2.02816959369307,1.89105147057581,1.80136347812474,1.70797343625545,1.62667163917096,1.50586994481936,1.4254509965112,1.27981486783261,1.22020337572552,1.15601386681462,1.15240459648385,1.03809107827086,1.04559043116564,1.03785207452369,1.01241474683828,0.971949477351796,1.00313409988835,0.996897324443037,1.01842723086725,0.976971346871192,0.934484813587539
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Belgium,BEL,0.372500557595315,0.327602223698802,0.320675436713002,0.320068582916622,0.294780224719762,0.30399544691855,0.288046605674897,0.275573529640093,0.261743565954157,0.242707120581857,0.248160789271973,0.237113641088057,0.246589435951094,0.218919253903148,0.214581795522911,0.216459306017398,0.199437630096587,0.205686097230577,0.201138884791749,0.194603470196539,0.193108046283011,0.187797613112583,0.181970957378179
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Belize,BLZ,0.45320932672725,0.308972149316745,0.312627167552488,0.33711406370149,0.298783688859984,0.272753638468265,0.236833894361565,0.246229534130279,0.249618563179114,0.257579706785645,0.239946252874077,0.284385287578705,0.280479822789992,0.303667397220313,0.237714473906443,0.223749291152999,0.227502434140452,0.307603379252603,0.296791867756781,0.298467503217263,0.289333496311157,0.324365954530485,0.351175358495414
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Benin,BEN,0.0833978505911278,0.228162377744122,0.229043070632144,0.264858674030095,0.317612549009609,0.344536209678006,0.357361180118372,0.384957522179834,0.443385048542326,0.481826815613365,0.461563895779421,0.495969159007853,0.530552496619871,0.496859269624283,0.452868739591423,0.444509925062282,0.463491576337772,0.483449435022712,0.572630891946086,0.552929409654478,0.573073145231753,0.527193339249889,0.541942085167791
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Bhutan,BTN,0.444273509896281,0.597203701913212,0.593555512302706,0.534392034018189,0.522352707537036,0.444674016123441,0.348152878674943,0.409288095754025,0.384525282442166,0.325864315658376,0.32958745650547,0.289910551053793,0.321852438566806,0.449766562100894,0.4794383028888,0.51120361031893,0.538853893626598,0.520114615789907,0.567015827305936,0.577582505323361,0.619746849158835,0.57743751309234,0.46461766083224
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Bolivia,BOL,0.869177729561298,0.489938619113445,0.467736019020687,0.443243341495281,0.461644073742208,0.478517956296727,0.48540740575835,0.489656585374138,0.506573001320256,0.538382237593358,0.542410323453061,0.559253918675776,0.581884131861847,0.601611580436262,0.606985412787901,0.607328167779021,0.618917417900604,0.606144843407354,0.619888792088621,0.603284318177022,0.585607495030443,0.571535844288015,0.527178289608002
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Bosnia and Herzegovina,BIH,..,1.11072177901697,1.30709574524916,1.25866694173361,1.26740342815353,1.2466556720453,1.22770552918333,1.23126020814845,1.28930765044177,1.284498183351,1.33895906405938,1.36903037096319,1.3739454798059,1.5499590868013,1.44574826184913,1.40532528568702,1.24043142045342,1.19657294256706,1.32004664319898,1.29779006571582,1.24571253576645,1.13090533562486,1.15626523625949
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Botswana,BWA,0.532277764947833,0.463401048517277,0.475012555597954,0.454067870224295,0.445925683244593,0.414386685721943,0.40916859125469,0.421724672861897,0.371737884867822,0.371408076244799,0.365780431218235,0.406049381866573,0.296956933731357,0.320126570513886,0.281945793112749,0.402955398103018,0.491462556706246,0.513623605010035,0.45701864186988,0.485851593851769,0.51232613816789,0.444010943678484,0.389520333758871
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Brazil,BRA,0.215759922770407,0.264800706115038,0.264384482528087,0.265502772216986,0.25632977032064,0.247896516866912,0.247750787762923,0.242381422341459,0.235910535580657,0.233630412535581,0.235596115484592,0.220972730400697,0.233644156218331,0.236212899241676,0.251671873634955,0.261871950590377,0.273817497381798,0.269304634682053,0.256473247560042,0.257998104444573,0.241324975450306,0.238677807078627,0.235298570995381
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Brunei Darussalam,BRN,0.358478821917124,0.401746087255363,0.415719887462836,0.403836597009395,0.381459034641805,0.442536757891773,0.407385256161516,0.396929834003536,0.572892446054391,0.543289165448874,0.613703788866698,0.621711263401206,0.551825042742751,0.543912707389706,0.53655218163931,0.541395469977534,0.545426068697056,0.494783896090674,0.552621813038792,0.570553151665837,0.589795160952629,0.531511660540845,0.713963684720438
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Bulgaria,BGR,1.90535369162645,1.52465543890959,1.42815232601826,1.46313291902329,1.30461346411057,1.36290189924379,1.26177303271022,1.19655769981109,1.1429736384697,1.15142914291481,1.03213635123065,0.915687733602133,0.940178044003592,1.02172759887007,0.919855899900151,0.814719925423297,0.855766838279863,0.876889391886824,0.79439905596712,0.815899630260111,0.740414532578437,0.681446952695611,0.618593729785133
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Burkina Faso,BFA,0.195279238146902,0.186188100440286,0.205357338342066,0.18808293591696,0.180765192940165,0.179965404343815,0.177150895106174,0.165538540483906,0.189517546939634,0.218731827314452,0.234601664137363,0.230298829394233,0.230428475727522,0.227064779037087,0.261052539857666,0.270032773422193,0.263224923183365,0.32131075136708,0.318877148856045,0.347371405188231,0.362661086660157,0.377112009097402,0.35756352526396
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Burundi,BDI,0.0786306203550878,0.118540800678849,0.134293631993042,0.105330873995877,0.104636853010442,0.0831534232973273,0.0739449501889154,0.0739282359783811,0.0834607866019164,0.0808864282510783,0.0797864604096181,0.0766240549102263,0.118955306806745,0.127076686310036,0.123325775892702,0.118247986722008,0.112942138912254,0.11816996808569,0.143256283534311,0.170633030922046,0.211030632792547,0.220522467569562,0.221688193554786
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Cabo Verde,CPV,0.586232088338908,0.365790569173304,0.331113449265826,0.379702197633556,0.394470232466058,0.404834084962902,0.364655428240168,0.370184979168495,0.393839143972467,0.303262353742239,0.29298928113455,0.319285337681843,0.332010190903637,0.334892969806713,0.307220814995178,0.291583069401259,0.286335545107724,0.285680385755655,0.297517919906897,0.306476290487707,0.300575656310789,0.291682128676823,0.370338978633358
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Cambodia,KHM,..,0.354696979693939,0.331922723376156,0.336558046847807,0.324335396268768,0.321529101714507,0.291348089304562,0.287522331052651,0.289403350419547,0.3244206248461,0.336864330575627,0.393795257391987,0.402633962738193,0.392354030257759,0.386760027069558,0.364301668357013,0.411697879492299,0.467181238509754,0.573346586552038,0.613042402784056,0.610770024539322,0.761496333494425,0.810130144521621
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Cameroon,CMR,0.188107832703874,0.289593846320001,0.30340912278675,0.287912758467675,0.274319362731282,0.263817990898617,0.242498262877807,0.2322900867213,0.227128971458515,0.262166555709878,0.265799851991752,0.285010003556017,0.276271323301567,0.259129446687428,0.250046399601607,0.261043029678975,0.269752230749153,0.263897500977452,0.266539175695153,0.260328970962552,0.269012051203872,0.254847287287543,0.264056372465633
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Canada,CAN,0.477877232497832,0.446765250831025,0.442069501228286,0.42752006624453,0.429603381720953,0.438227682805338,0.418740400306162,0.415256662966992,0.398315055940379,0.412775949095503,0.393636645834631,0.383985662928903,0.383683236394591,0.380517025245661,0.371856325669774,0.369691084270942,0.363256394318577,0.358974645166451,0.35409380241173,0.350642254553469,0.348127373214529,0.333608453352116,0.320815161006103
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Central African Republic,CAF,0.0991438310621654,0.137783795510164,0.145120355071926,0.144515875830268,0.137707748229375,0.134609354440194,0.124357206392919,0.122093827539521,0.121837982103535,0.118211381125075,0.0834886944619673,0.0754508205883251,0.0749410514053192,0.0799065358732292,0.0772375309677908,0.0742603313526537,0.0802297103320807,0.108737589279787,0.116191171739602,0.119775661871382,0.118879152952504,0.118475460654327,0.118017258402866
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Chad,TCD,0.155481364142699,0.155081312697712,0.16194738266254,0.149126195744346,0.140273811234348,0.175670064989244,0.132869973190169,0.11668446170553,0.118639857405572,0.123520170402536,0.140537744439467,0.146200315816476,0.137513265002302,0.115884838205309,0.130827674103215,0.149207756332752,0.139186557186021,0.135022560407461,0.143186996060236,0.149438882014474,0.152761054313862,0.150445694394808,0.151424460504207
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Chile,CHL,0.425324975040331,0.435345464408997,0.38420498099259,0.357689092109332,0.351572121351878,0.343091144934786,0.352195103760464,0.33880518576489,0.326207872840742,0.350482035823525,0.355557925387745,0.346139893752884,0.348480912809953,0.359676520364887,0.347425880553901,0.355967596034048,0.32257256693096,0.339287602689336,0.350646485742751,0.348477838627178,0.332970271462728,0.350876432990789,0.345022843296693
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,China,CHN,2.11544486409303,1.23511567417298,1.20808281468781,1.17595976895409,1.15908790421884,1.22767951323695,1.28849439173014,1.31762617424414,1.29191759261339,1.2286013964451,1.15354210365528,1.13051829263131,1.12189528294131,1.12167842302057,1.06880475703048,1.03737471947233,0.969722696112596,0.89130917817475,0.8343164393271,0.798185970360086,0.783140564000258,0.752836157001359,0.748794228001988
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Colombia,COL,0.409702451407965,0.366570564531375,0.375727265367228,0.373240068308503,0.350585616069966,0.333503358708408,0.316020160724006,0.30986718507678,0.290393769105236,0.279153474403924,0.27294151704658,0.280484189311089,0.274739242722684,0.279417614884534,0.270639053625056,0.284924407945482,0.280955893014107,0.276045336159263,0.278775009581791,0.249180436871092,0.25476884585937,0.246376224778077,0.265208246870141
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Comoros,COM,0.12380851759077,0.166464144177036,0.162571730036524,0.166286337297504,0.162360109522559,0.202500874897792,0.217886989170934,0.203300363280413,0.231875902658811,0.149436207181381,0.146694605460763,0.174841488411265,0.201356207606233,0.172835172936768,0.17880739024855,0.205480929648176,0.179986509724017,0.192437167596367,0.218313464647981,0.269255259493522,0.28186083718954,0.298487291423418,0.300905820923212
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,"Congo, Dem. Rep.",COD,0.108111840255523,0.118167705027799,0.0989184302966827,0.0967458969854512,0.0990639836806498,0.113640304522801,0.103328586668999,0.110857074069566,0.10878766487653,0.110900398261531,0.107799206247849,0.102733997019613,0.101706984587294,0.108181338045099,0.0946731842682004,0.122218775692619,0.144822083577736,0.085221399143442,0.0623563139431607,0.0706400836087338,0.0660245173422588,0.0681357486968363,0.066849745391926
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,"Congo, Rep.",COG,0.568880407804084,0.657464506687591,0.670583237884482,0.630638410418554,0.391519086604121,0.454567503188626,0.478744058650427,0.545257912620296,0.559336880549861,0.520322475988254,0.514203572915355,0.511089178228925,0.521107063696069,0.506157771583551,0.449828485026511,0.457436280873492,0.417905739861784,0.454771009377369,0.484163821802632,0.504377183094403,0.593637969580222,0.66155785785877,0.720684950432066
